Spice_Type,Adulterant_Type,Adulteration_Level,Moisture,Ash_Content,Acid_Insoluble_Ash,Volatile_Oil,Protein,Fiber,Color_Intensity,Density,pH,Electrical_Conductivity,Is_Adulterated
Turmeric,None,0.0,3.8,3.56,0.85,2.19,10.31,16.03,71.84,0.43,6.05,0.158,0
Cinnamon,None,0.0,5.04,1.41,0.51,0.49,10.38,12.95,65.23,0.318,5.55,0.152,0
Ginger,None,0.0,6.47,2.9,0.23,1.34,8.86,14.61,76.11,0.422,5.84,0.272,0
Cumin,None,0.0,5.43,1.0,0.1,0.32,10.09,13.01,67.84,0.285,5.6,0.207,0
Turmeric,None,0.0,5.39,3.05,0.99,1.81,10.48,15.66,85.27,0.352,5.6,0.088,0
Cumin,None,0.0,7.61,1.63,0.35,1.52,8.67,11.88,67.95,0.326,5.11,0.306,0
Black Pepper,None,0.0,6.82,3.44,0.31,0.85,13.34,16.76,72.05,0.422,5.45,0.158,0
Black Pepper,None,0.0,6.39,5.03,0.75,1.46,10.73,18.51,90.69,0.379,5.19,0.165,0
Chili Powder,Brick Powder,63.24100899250545,7.61,1.6,2.44,0.1,9.78,18.42,58.58,0.636,5.7,0.605,1
Ginger,None,0.0,7.89,1.36,0.14,1.37,8.98,15.32,63.2,0.276,5.16,0.105,0
Turmeric,Starch,21.263291659130218,5.19,2.31,0.95,0.1,8.26,12.67,77.24,0.503,5.81,0.373,1
Chili Powder,Brick Powder,11.227348126147554,7.87,2.72,0.76,0.1,10.39,12.92,64.41,0.393,4.91,0.387,1
Chili Powder,Brick Powder,58.25675056199021,4.77,1.48,2.92,0.1,10.03,16.52,59.59,0.613,6.14,0.535,1
Cinnamon,None,0.0,3.73,3.18,0.23,0.59,11.19,14.33,63.59,0.372,5.27,0.144,0
Turmeric,None,0.0,5.62,2.97,0.3,0.1,8.04,15.67,66.68,0.268,6.67,0.461,0
Ginger,None,0.0,5.16,2.42,1.0,0.57,9.57,17.09,87.04,0.342,5.54,0.237,0
Chili Powder,None,0.0,4.59,2.13,0.63,1.79,10.7,18.12,76.38,0.343,5.48,0.146,0
Cumin,Small Broken Rice,45.69502391864857,6.49,2.02,2.42,0.1,8.17,16.54,51.08,0.627,5.42,0.6,1
Turmeric,None,0.0,4.85,1.83,0.14,1.7,10.35,12.33,71.1,0.416,5.41,0.311,0
Chili Powder,None,0.0,6.36,3.34,0.54,0.38,9.34,16.03,66.76,0.278,5.57,0.172,0
Chili Powder,None,0.0,5.34,2.97,0.26,1.26,10.49,14.35,64.35,0.254,5.51,0.11,0
Cumin,Small Broken Rice,13.7668650165231,5.14,2.84,0.91,0.1,5.88,19.73,75.14,0.512,5.44,0.257,1
Turmeric,Chalk Powder,16.690129646597946,6.3,1.98,1.19,0.1,8.58,15.09,70.91,0.349,5.54,0.253,1
Cinnamon,None,0.0,7.27,3.39,0.47,0.84,6.67,12.32,66.88,0.368,5.69,0.105,0
Turmeric,None,0.0,8.11,1.63,0.8,0.2,11.51,16.82,66.81,0.328,5.09,0.097,0
Cumin,None,0.0,9.42,3.89,0.63,1.28,10.88,14.62,78.49,0.323,5.58,0.279,0
Turmeric,None,0.0,5.21,2.28,0.35,0.67,10.57,16.65,56.05,0.427,5.72,0.28,0
Ginger,Rice Powder,54.83535854917636,7.56,2.21,2.77,0.1,10.6,19.77,49.66,0.605,6.28,0.466,1
Black Pepper,None,0.0,4.82,3.49,0.35,0.35,8.03,16.92,53.66,0.381,5.36,0.27,0
Ginger,Wheat Flour,34.57712024292964,6.84,1.95,1.86,0.1,11.1,15.89,87.16,0.518,5.39,0.55,1
Black Pepper,Papaya Seeds,10.467156455129572,5.93,1.3,0.57,0.76,9.26,13.69,61.93,0.367,5.72,0.205,1
Paprika,None,0.0,8.55,3.84,0.54,1.94,11.07,15.0,71.36,0.438,5.58,0.066,0
Cinnamon,None,0.0,6.1,4.22,0.46,1.2,9.29,16.33,78.81,0.384,5.8,0.225,0
Turmeric,Starch,24.764568510716703,6.03,2.06,2.64,0.1,7.98,14.51,64.63,0.503,5.54,0.391,1
Paprika,None,0.0,3.0,2.99,0.44,0.1,8.1,14.71,55.53,0.314,4.89,0.198,0
Cinnamon,Hazelnut,27.66536319850638,7.41,1.93,2.46,0.1,8.82,11.36,62.97,0.52,5.12,0.323,1
Cumin,Pecan Shell,61.04635583966167,7.5,1.0,2.73,0.1,9.56,14.91,53.49,0.675,5.62,0.434,1
Ginger,Tapioca,8.23486777825741,4.23,2.41,1.13,0.29,11.36,14.58,77.0,0.394,5.11,0.207,1
Paprika,None,0.0,3.81,5.05,0.88,1.44,7.29,15.52,83.54,0.38,5.89,0.275,0
Cinnamon,None,0.0,7.71,3.86,0.25,0.83,11.91,15.75,61.89,0.271,6.42,0.257,0
Paprika,None,0.0,5.68,3.43,0.25,0.1,9.91,15.64,72.96,0.373,5.3,0.134,0
Turmeric,None,0.0,4.71,3.06,0.8,0.99,10.35,16.52,75.87,0.454,5.41,0.353,0
Cinnamon,None,0.0,3.92,1.91,0.34,1.08,8.67,16.35,77.22,0.292,4.97,0.274,0
Ginger,None,0.0,5.49,4.45,0.61,0.1,12.27,11.99,80.54,0.323,5.68,0.394,0
Chili Powder,None,0.0,6.17,1.79,0.5,0.66,10.3,16.2,69.24,0.338,5.23,0.369,0
Paprika,Seed Cake,64.92048879608413,7.62,1.0,2.57,0.1,11.45,12.54,43.01,0.641,5.99,0.518,1
Turmeric,None,0.0,4.9,4.06,0.58,0.56,9.93,19.04,76.81,0.307,5.53,0.313,0
Paprika,Annatto,44.63020458442397,8.21,2.28,2.39,0.1,9.85,17.2,66.25,0.566,6.09,0.285,1
Paprika,None,0.0,4.98,1.28,0.14,1.86,10.35,11.88,75.17,0.322,5.21,0.157,0
Cumin,None,0.0,6.25,1.98,0.1,0.28,7.98,15.64,69.35,0.262,5.21,0.05,0
Chili Powder,None,0.0,6.12,3.21,0.96,1.88,9.74,11.85,82.18,0.367,5.13,0.064,0
Cinnamon,None,0.0,6.6,1.12,0.66,0.9,8.33,19.02,65.2,0.349,5.53,0.06,0
Cinnamon,None,0.0,3.34,2.29,0.54,0.1,9.79,13.47,63.11,0.232,5.79,0.13,0
Paprika,Seed Cake,44.32519898697215,4.22,1.66,2.09,0.1,9.99,17.42,62.25,0.562,5.32,0.614,1
Black Pepper,None,0.0,3.17,4.35,0.46,0.5,11.7,15.48,67.66,0.384,5.24,0.435,0
Chili Powder,None,0.0,6.51,3.98,0.49,0.38,8.76,18.79,66.64,0.25,5.27,0.185,0
Black Pepper,None,0.0,8.0,4.72,1.35,0.72,10.99,11.05,60.83,0.332,5.47,0.291,0
Turmeric,None,0.0,6.77,2.6,0.47,0.48,11.36,13.41,50.56,0.34,5.7,0.164,0
Paprika,None,0.0,4.89,2.11,0.96,0.99,13.64,12.93,67.25,0.374,4.94,0.243,0
Ginger,None,0.0,5.67,1.52,0.35,0.81,8.16,13.88,80.97,0.342,5.04,0.057,0
Ginger,None,0.0,4.75,2.51,0.53,0.38,9.13,12.3,52.44,0.445,5.19,0.083,0
Ginger,Corn Starch,66.80924672960907,8.08,1.0,3.19,0.1,9.74,11.88,45.74,0.754,5.76,0.7,1
Cumin,None,0.0,3.49,3.41,0.1,1.4,9.22,10.69,50.4,0.421,4.78,0.254,0
Black Pepper,None,0.0,5.69,2.27,0.33,0.84,9.74,18.16,64.45,0.366,5.21,0.248,0
Ginger,Rice Powder,31.078963801236377,7.23,2.59,1.76,0.1,13.74,17.48,61.57,0.395,5.29,0.31,1
Black Pepper,None,0.0,3.52,5.1,0.47,1.37,9.33,12.12,59.05,0.398,5.59,0.231,0
Turmeric,Starch,20.20014399055605,3.69,4.08,1.14,0.79,5.9,15.1,51.33,0.543,5.89,0.108,1
Paprika,None,0.0,5.85,2.59,0.64,0.34,11.06,11.68,63.05,0.247,5.07,0.05,0
Turmeric,None,0.0,5.04,1.48,0.11,1.54,10.62,16.4,87.12,0.346,5.97,0.144,0
Turmeric,Chalk Powder,13.95719419928241,3.58,2.62,1.12,1.24,6.83,21.21,73.88,0.532,5.35,0.105,1
Chili Powder,None,0.0,5.39,3.26,0.24,1.65,9.83,11.5,68.16,0.375,4.78,0.05,0
Cumin,None,0.0,4.0,3.01,0.3,0.7,10.01,13.4,66.89,0.323,5.42,0.259,0
Cumin,Rice Bran,35.57145573980986,7.12,3.93,2.13,0.1,10.1,15.19,59.27,0.565,5.34,0.384,1
Ginger,None,0.0,3.73,2.88,0.66,1.67,10.27,15.59,58.05,0.298,5.56,0.475,0
Black Pepper,None,0.0,3.76,2.9,0.61,0.92,11.08,15.2,74.96,0.371,5.29,0.306,0
Cinnamon,Peanut Shell,5.421818890154818,5.24,3.93,0.77,0.66,10.74,20.77,57.03,0.414,5.37,0.257,1
Cinnamon,None,0.0,5.72,3.31,0.91,1.23,8.54,14.56,80.93,0.284,5.32,0.279,0
Cumin,Walnut Shell,52.98095807028019,6.52,1.77,2.75,0.1,7.99,15.48,54.49,0.571,5.49,0.584,1
Cumin,Rice Bran,42.02794543317509,6.12,4.4,2.13,0.1,11.25,13.4,65.51,0.465,5.71,0.47,1
Cumin,None,0.0,3.0,2.79,0.55,0.87,7.96,10.71,68.54,0.356,5.18,0.198,0
Cumin,Rice Bran,55.322381961431105,8.14,1.1,2.54,0.1,7.9,12.6,52.96,0.589,6.07,0.522,1
Turmeric,Lead Chromate,25.843207204485246,7.2,3.26,1.61,0.1,10.26,12.73,55.6,0.481,5.41,0.119,1
Turmeric,None,0.0,5.43,2.06,0.7,2.1,9.66,14.56,75.42,0.394,5.44,0.092,0
Chili Powder,None,0.0,3.31,2.62,0.26,1.5,6.7,13.07,75.94,0.357,5.47,0.453,0
Cinnamon,None,0.0,5.09,3.64,0.79,0.89,11.27,16.79,70.08,0.367,5.87,0.314,0
Chili Powder,Brick Powder,30.563438549531412,4.88,3.03,1.58,0.19,11.4,13.05,51.69,0.531,5.59,0.4,1
Ginger,Rice Powder,67.4284247560062,6.32,1.0,3.62,0.1,12.67,12.93,56.16,0.707,5.63,0.862,1
Black Pepper,Mustard Husk,16.023090053346372,4.7,4.05,1.63,0.1,8.33,17.12,62.33,0.293,5.32,0.149,1
Cumin,None,0.0,3.16,3.53,0.27,0.95,8.71,16.12,66.43,0.36,5.49,0.477,0
Paprika,Annatto,7.427856263027834,6.68,2.64,0.28,0.86,13.06,13.82,61.86,0.35,5.18,0.177,1
Turmeric,None,0.0,6.37,1.19,0.15,0.38,9.58,10.96,78.05,0.246,5.68,0.254,0
Cumin,None,0.0,4.44,5.5,0.44,0.87,12.15,16.29,59.5,0.384,5.34,0.335,0
Paprika,None,0.0,5.05,3.99,0.73,2.18,8.71,14.04,73.7,0.423,5.04,0.212,0
Ginger,None,0.0,4.72,2.38,0.49,0.89,9.93,11.83,69.78,0.368,5.48,0.304,0
Ginger,Rice Powder,53.770308494681785,3.65,2.19,2.83,0.1,10.51,14.98,55.57,0.675,5.78,0.642,1
Turmeric,None,0.0,5.86,2.82,0.91,0.86,10.47,13.96,83.07,0.433,5.44,0.248,0
Cinnamon,Coffee Bran,69.39712859109433,7.05,1.72,3.7,0.1,10.39,15.44,57.09,0.619,5.47,0.877,1
Paprika,None,0.0,4.56,2.71,0.42,1.43,8.39,14.33,74.56,0.399,5.3,0.05,0
Chili Powder,Sudan Red Dye,66.40608830365179,8.02,1.0,3.23,0.1,8.53,15.53,93.43,0.667,5.54,0.709,1
Cinnamon,Corn Bran,30.231765067969143,7.21,2.03,1.63,0.1,13.3,12.58,65.37,0.474,5.2,0.689,1
Cumin,Grass Seeds,69.34646465492202,7.67,1.63,3.19,0.1,8.97,11.7,64.13,0.753,5.73,0.612,1
Cinnamon,Corn Bran,13.02146592425597,5.58,3.0,1.24,1.28,8.52,14.75,54.12,0.381,5.52,0.259,1
Black Pepper,None,0.0,3.0,1.99,1.04,1.7,8.91,12.73,63.97,0.344,5.54,0.398,0
Chili Powder,Artificial Color,39.582254644170355,7.21,1.02,2.28,0.1,9.98,17.56,93.64,0.495,5.51,0.345,1
Cinnamon,Walnut Shell,46.24120475627621,3.64,2.81,2.33,0.1,12.91,12.78,50.52,0.538,4.97,0.554,1
Cinnamon,Corn Bran,27.403754165815606,6.81,1.0,1.69,0.25,8.5,18.5,47.34,0.496,5.42,0.351,1
Chili Powder,None,0.0,4.52,3.66,0.18,0.1,9.87,16.53,69.57,0.332,5.55,0.138,0
Chili Powder,Artificial Color,35.88727929605601,5.7,2.74,2.47,0.1,11.21,11.86,65.38,0.556,5.61,0.356,1
Ginger,None,0.0,4.15,2.37,0.47,1.7,9.31,17.86,63.48,0.479,4.79,0.196,0
Cinnamon,None,0.0,3.78,4.05,0.18,1.18,10.35,12.89,84.07,0.323,6.13,0.238,0
Ginger,None,0.0,3.72,1.38,0.52,0.98,9.65,14.35,75.57,0.216,5.85,0.101,0
Cumin,None,0.0,6.02,2.12,0.34,0.1,11.49,17.07,77.92,0.323,5.23,0.134,0
Black Pepper,Mustard Husk,25.838174889462703,4.74,1.0,1.54,0.1,9.78,14.63,61.07,0.432,5.61,0.301,1
Chili Powder,Artificial Color,26.089472405180892,4.51,2.33,1.54,0.1,10.59,15.99,77.05,0.435,5.33,0.338,1
Cumin,None,0.0,8.16,3.38,1.29,1.1,10.49,18.61,66.58,0.39,5.24,0.106,0
Cumin,None,0.0,5.26,1.58,0.5,0.85,10.56,15.68,48.3,0.321,4.97,0.202,0
Paprika,None,0.0,8.14,2.79,0.1,1.43,10.45,14.11,63.94,0.349,5.58,0.05,0
Black Pepper,Papaya Seeds,6.981411920240222,5.66,2.02,1.68,1.18,9.65,15.09,70.95,0.331,5.41,0.291,1
Cumin,None,0.0,3.98,2.88,0.58,0.1,9.94,15.46,81.25,0.259,4.98,0.225,0
Cumin,Pecan Shell,43.05436029573352,4.75,2.08,2.35,0.1,8.53,17.48,60.09,0.594,5.61,0.327,1
Cinnamon,None,0.0,4.15,2.66,0.67,0.44,15.0,16.28,70.77,0.385,5.93,0.276,0
Black Pepper,None,0.0,6.08,2.81,0.88,0.82,8.49,19.13,81.55,0.312,5.57,0.073,0
Turmeric,Starch,28.616026432293843,6.32,1.0,1.66,0.1,9.17,15.35,56.68,0.507,5.14,0.488,1
Turmeric,None,0.0,5.68,2.86,0.54,1.1,11.84,15.81,67.15,0.384,5.32,0.204,0
Cinnamon,Corn Bran,9.404223380609125,4.57,3.19,0.89,0.76,9.6,16.82,60.78,0.41,5.33,0.141,1
Turmeric,None,0.0,4.96,1.61,0.17,0.78,6.44,13.0,74.71,0.367,5.21,0.05,0
Ginger,None,0.0,6.53,3.8,0.35,0.87,12.56,17.14,68.67,0.365,5.81,0.147,0
Black Pepper,None,0.0,4.61,3.11,0.62,1.15,9.56,13.09,49.77,0.341,5.18,0.184,0
Paprika,Seed Cake,61.91246383340143,9.08,1.54,2.97,0.1,8.12,15.6,59.71,0.671,5.99,0.571,1
Cinnamon,None,0.0,5.63,1.58,0.68,0.79,14.53,17.52,51.16,0.335,5.54,0.191,0
Turmeric,None,0.0,3.61,3.4,0.1,0.28,13.21,16.25,61.29,0.376,5.58,0.286,0
Ginger,None,0.0,3.0,2.19,0.47,0.9,10.03,17.02,72.97,0.377,5.6,0.384,0
Cumin,None,0.0,5.8,2.03,0.25,0.56,8.56,15.42,69.56,0.386,4.73,0.165,0
Paprika,Annatto,28.009712020403335,8.72,3.38,1.85,0.1,9.69,14.8,74.7,0.42,5.43,0.474,1
Turmeric,None,0.0,4.7,4.2,0.5,2.07,9.21,13.66,59.25,0.324,5.17,0.383,0
Ginger,Tapioca,19.482444756018534,6.75,3.58,0.92,0.1,12.29,15.31,58.94,0.424,4.71,0.309,1
Cumin,None,0.0,3.77,4.34,0.47,1.48,6.96,16.37,88.77,0.398,5.74,0.225,0
Cinnamon,Corn Bran,18.840186781369077,7.36,1.82,0.89,0.1,9.6,11.89,57.02,0.424,5.48,0.337,1
Black Pepper,None,0.0,4.19,3.85,0.16,0.75,9.05,14.18,74.82,0.364,5.32,0.085,0
Paprika,Seed Cake,53.10930843946194,7.75,1.0,2.79,0.1,10.58,11.86,61.02,0.581,6.37,0.588,1
Cumin,Rice Bran,27.24124387464461,7.16,2.34,0.75,0.1,9.53,10.83,66.91,0.541,4.92,0.358,1
Cinnamon,None,0.0,5.27,3.66,1.11,1.3,14.32,10.58,73.05,0.342,5.97,0.359,0
Paprika,None,0.0,3.44,3.16,0.47,1.32,10.36,18.24,79.41,0.423,5.16,0.302,0
Turmeric,None,0.0,4.75,3.02,0.9,1.29,6.66,14.03,64.8,0.272,5.69,0.275,0
Cumin,None,0.0,7.65,3.09,0.61,0.8,8.54,17.71,64.83,0.354,5.04,0.22,0
Cumin,None,0.0,4.73,1.76,0.42,1.06,12.58,11.69,75.59,0.398,5.51,0.05,0
Turmeric,None,0.0,4.39,2.92,0.5,0.3,8.52,10.89,60.71,0.358,5.94,0.05,0
Cumin,None,0.0,5.08,3.3,0.71,1.04,7.57,13.23,62.67,0.296,5.03,0.357,0
Ginger,None,0.0,6.55,2.96,0.63,0.66,12.25,18.07,58.07,0.41,5.23,0.204,0
Chili Powder,Sawdust,63.75845117197752,7.23,2.44,2.87,0.1,11.33,18.87,53.31,0.716,6.11,0.625,1
Paprika,None,0.0,4.63,2.8,0.46,1.61,11.59,15.9,61.13,0.361,5.78,0.373,0
Paprika,None,0.0,3.0,4.2,0.1,1.48,8.73,16.4,71.45,0.32,4.85,0.217,0
Black Pepper,None,0.0,7.08,2.22,0.47,0.79,11.76,15.86,60.27,0.311,6.2,0.199,0
Turmeric,None,0.0,3.0,1.0,1.02,1.03,10.76,10.52,55.11,0.325,5.43,0.178,0
Cinnamon,None,0.0,5.63,1.96,0.63,2.08,10.18,15.94,67.97,0.401,5.6,0.227,0
Black Pepper,Papaya Seeds,6.151469118083002,5.02,2.95,0.97,1.18,7.78,14.21,58.31,0.408,5.13,0.199,1
Black Pepper,Corn Flour,21.97328500134022,5.32,3.8,1.1,0.1,13.27,15.18,59.92,0.49,5.47,0.26,1
Chili Powder,None,0.0,4.98,3.72,0.23,0.87,12.4,12.47,73.39,0.286,5.03,0.196,0
Cumin,None,0.0,4.89,2.72,0.34,0.8,7.99,16.26,82.44,0.378,5.61,0.059,0
Turmeric,Chalk Powder,68.11927908697439,8.14,1.1,3.21,0.1,10.11,14.68,37.58,0.682,5.55,0.663,1
Paprika,None,0.0,5.37,2.66,0.47,0.24,9.66,14.31,64.67,0.394,5.33,0.05,0
Cinnamon,None,0.0,5.8,4.0,0.63,0.43,11.72,10.96,68.29,0.24,5.73,0.236,0
Cumin,None,0.0,7.03,2.08,1.16,0.98,10.57,11.41,65.12,0.258,5.69,0.244,0
Paprika,None,0.0,4.82,2.51,0.65,0.67,9.32,12.05,64.59,0.423,5.79,0.191,0
Black Pepper,None,0.0,5.54,3.65,0.48,1.34,11.19,15.91,78.86,0.276,5.06,0.32,0
Turmeric,Sawdust,65.98190488289309,4.32,1.0,3.43,0.1,8.45,20.04,48.59,0.663,5.68,0.589,1
Ginger,Rice Powder,53.00574183405711,3.0,1.0,2.69,0.1,13.1,16.06,64.9,0.621,5.98,0.699,1
Paprika,None,0.0,5.38,5.38,0.4,1.25,9.59,14.31,63.88,0.399,5.68,0.081,0
Cinnamon,None,0.0,7.97,2.56,0.81,1.79,11.83,14.41,63.87,0.365,5.43,0.186,0
Cumin,Small Broken Rice,61.496886158733176,6.89,2.0,3.1,0.1,9.99,15.84,47.03,0.654,5.51,0.627,1
Turmeric,Chalk Powder,24.721101506795133,6.39,1.0,1.78,0.1,12.87,16.25,60.64,0.473,5.96,0.307,1
Black Pepper,None,0.0,3.0,3.12,0.53,0.1,11.25,14.77,77.02,0.362,5.19,0.107,0
Ginger,Tapioca,33.090871586309085,7.36,1.2,2.23,0.1,10.2,14.79,53.0,0.632,5.4,0.434,1
Turmeric,Sawdust,15.677976783646729,5.67,3.28,0.86,0.2,10.97,14.34,76.04,0.464,5.8,0.455,1
Black Pepper,Capsicum,27.455823239788856,6.63,1.02,1.25,0.1,7.76,14.93,54.51,0.561,5.39,0.257,1
Chili Powder,Sudan Red Dye,11.403479775454699,3.47,2.38,0.74,0.14,10.36,14.7,85.81,0.423,5.44,0.201,1
Chili Powder,Artificial Color,38.30851384172107,5.36,3.11,1.95,0.1,8.5,14.46,85.54,0.527,5.5,0.443,1
Cumin,None,0.0,7.31,2.2,1.11,0.8,6.68,15.4,75.1,0.31,4.88,0.201,0
Cinnamon,Walnut Shell,55.641366086556054,3.45,2.1,2.18,0.1,8.52,11.55,74.62,0.679,5.97,0.575,1
Ginger,Bean Powder,13.325103084017153,4.51,2.43,0.78,0.32,10.73,17.14,74.39,0.405,5.89,0.352,1
Cinnamon,Coffee Bran,37.453421075598456,7.13,2.17,2.43,0.1,8.14,12.6,66.76,0.648,6.2,0.312,1
Turmeric,Sawdust,51.075712358277855,7.21,2.49,2.5,0.1,8.12,19.88,71.79,0.505,5.17,0.352,1
Black Pepper,Capsicum,34.24737246395962,6.57,1.0,1.63,0.1,10.62,15.02,64.05,0.467,5.27,0.062,1
Chili Powder,None,0.0,7.21,4.53,0.2,1.39,10.0,14.04,65.16,0.449,6.08,0.174,0
Ginger,Tapioca,52.665452982283895,10.06,1.0,2.55,0.1,8.25,14.96,64.69,0.46,5.94,0.554,1
Cumin,None,0.0,6.36,4.41,0.72,0.91,10.37,14.36,61.45,0.286,5.56,0.186,0
Paprika,None,0.0,5.37,2.73,0.59,0.91,11.27,16.74,69.17,0.289,5.69,0.375,0
Ginger,None,0.0,6.51,3.42,0.89,0.13,8.4,14.22,63.96,0.277,5.24,0.228,0
Ginger,Corn Starch,11.656853003241903,3.25,4.58,1.26,0.78,11.24,13.78,67.81,0.384,5.77,0.228,1
Cumin,None,0.0,4.37,3.89,0.28,1.3,10.45,16.12,51.18,0.306,5.88,0.134,0
Paprika,None,0.0,3.02,3.86,0.98,0.5,10.28,14.66,70.16,0.303,5.34,0.368,0
Cumin,None,0.0,7.42,3.76,0.68,0.99,6.97,14.63,63.24,0.389,4.98,0.108,0
Turmeric,None,0.0,5.63,3.07,0.1,1.53,9.43,17.55,72.31,0.33,5.3,0.142,0
Black Pepper,Papaya Seeds,60.089580225031156,8.08,2.12,2.8,0.1,8.39,17.43,59.43,0.629,5.67,0.321,1
Ginger,Bean Powder,47.878285559898636,4.03,1.51,2.6,0.1,8.27,16.65,66.14,0.623,5.83,0.558,1
Turmeric,Starch,62.60698999443785,5.55,2.2,3.44,0.1,9.37,17.88,68.11,0.684,5.75,0.641,1
Paprika,Pedicel,11.89940243339047,7.09,2.46,1.37,1.19,11.2,15.59,70.14,0.473,5.43,0.395,1
Cumin,None,0.0,5.94,2.4,0.35,1.67,10.24,17.02,67.65,0.339,5.34,0.185,0
Turmeric,Lead Chromate,24.33942097070678,8.35,1.0,1.57,0.1,9.58,19.0,61.7,0.478,4.98,0.287,1
Black Pepper,None,0.0,4.63,3.43,0.66,0.54,9.16,11.35,62.67,0.39,5.84,0.389,0
Black Pepper,None,0.0,5.19,4.8,0.52,0.73,10.62,14.97,86.83,0.347,5.75,0.123,0
Cinnamon,None,0.0,3.94,3.31,0.53,0.36,9.67,11.72,90.59,0.24,5.49,0.125,0
Turmeric,None,0.0,6.96,1.55,0.31,1.76,10.31,15.6,61.28,0.382,5.64,0.216,0
Ginger,None,0.0,5.15,4.4,0.35,2.02,11.71,15.07,62.23,0.294,5.62,0.084,0
Cinnamon,Corn Bran,45.19212062319618,6.67,2.21,2.13,0.1,8.24,10.36,58.08,0.646,5.33,0.623,1
Ginger,None,0.0,3.46,2.35,0.52,2.25,10.72,19.17,82.12,0.277,5.77,0.129,0
Cumin,Small Broken Rice,30.660867207125055,6.28,3.1,1.87,0.1,8.75,15.46,57.32,0.47,5.19,0.292,1
Black Pepper,Capsicum,16.55055296131964,7.6,2.48,0.51,0.1,12.14,15.76,60.43,0.449,5.48,0.442,1
Cinnamon,Hazelnut,64.28883362500693,8.15,2.23,2.73,0.1,9.63,11.98,60.75,0.676,5.65,0.647,1
Cumin,Pecan Shell,29.928481143169822,6.41,2.75,1.65,0.1,9.76,11.7,52.01,0.508,5.48,0.529,1
Paprika,None,0.0,7.11,3.97,0.7,1.61,9.04,12.95,70.26,0.336,5.24,0.232,0
Black Pepper,None,0.0,6.38,1.16,0.13,1.09,8.83,17.33,69.33,0.308,5.75,0.204,0
Chili Powder,None,0.0,6.37,2.7,0.43,0.94,11.46,16.59,86.89,0.368,5.82,0.136,0
Ginger,None,0.0,5.03,2.65,0.69,1.05,14.69,17.39,80.49,0.378,5.23,0.313,0
Ginger,Bean Powder,28.464951446960047,6.24,1.88,1.75,0.1,10.22,17.04,64.02,0.462,5.51,0.239,1
Paprika,None,0.0,7.43,5.13,0.98,0.9,12.1,16.8,64.23,0.392,5.23,0.291,0
Chili Powder,Talc,22.663736136834167,5.11,2.93,1.5,0.1,6.74,15.71,47.55,0.467,5.65,0.297,1
Turmeric,None,0.0,5.79,3.49,0.1,0.29,9.5,18.68,76.7,0.382,4.92,0.343,0
Cumin,None,0.0,9.89,2.29,0.62,1.08,11.54,15.6,66.38,0.25,5.64,0.188,0
Paprika,None,0.0,3.86,2.23,0.73,0.71,9.26,18.19,82.0,0.355,5.6,0.21,0
Turmeric,None,0.0,3.0,1.0,0.16,0.57,8.42,12.46,66.5,0.409,5.45,0.137,0
Cumin,None,0.0,3.0,2.26,0.75,1.72,13.08,18.15,78.29,0.369,5.93,0.243,0
Cinnamon,Coffee Bran,46.915112050302,6.62,1.94,2.13,0.1,13.36,12.4,53.82,0.566,5.49,0.489,1
Turmeric,Lead Chromate,59.01800607945277,3.95,1.14,2.83,0.1,9.25,16.56,49.28,0.678,5.91,0.656,1
Black Pepper,None,0.0,4.62,2.51,0.52,0.7,11.38,14.04,81.5,0.327,5.41,0.229,0
Turmeric,None,0.0,5.6,3.93,0.1,0.5,11.01,13.23,69.74,0.272,5.09,0.403,0
Chili Powder,None,0.0,5.95,3.06,0.16,1.35,11.08,12.52,58.24,0.388,6.12,0.224,0
Cumin,Pecan Shell,48.174168198127354,5.24,2.13,2.89,0.1,10.72,14.39,65.22,0.496,4.53,0.585,1
Paprika,Potato,24.912770032037635,6.68,4.38,1.09,0.1,11.73,12.58,75.5,0.59,4.5,0.453,1
Cumin,None,0.0,4.96,2.42,0.6,0.59,11.59,14.15,61.56,0.374,5.81,0.056,0
Cinnamon,Hazelnut,51.09390445136266,6.67,2.17,2.47,0.1,9.26,15.32,56.12,0.557,5.28,0.741,1
Ginger,None,0.0,5.87,3.56,0.15,2.2,8.03,14.44,67.47,0.404,5.97,0.329,0
Cumin,None,0.0,4.96,2.83,0.53,0.24,8.66,15.41,74.26,0.427,5.51,0.249,0
Ginger,None,0.0,6.08,3.84,0.94,0.1,7.11,16.07,74.9,0.358,5.36,0.05,0
Black Pepper,Cassava Starch,42.90102832516232,5.87,1.64,2.4,0.1,9.63,16.28,62.33,0.538,5.76,0.438,1
Chili Powder,None,0.0,6.21,2.9,0.34,1.08,9.83,12.31,63.82,0.36,5.39,0.416,0
Cumin,Rice Bran,57.24598460418548,5.33,2.13,2.43,0.1,8.07,14.6,57.61,0.592,5.55,0.602,1
Black Pepper,None,0.0,6.44,1.92,0.88,0.1,8.41,16.01,68.38,0.352,5.28,0.157,0
Turmeric,Lead Chromate,13.321609585969991,4.57,4.01,2.11,0.77,11.2,13.56,67.46,0.394,5.66,0.139,1
Cinnamon,None,0.0,6.53,2.32,0.93,1.55,9.64,16.03,85.02,0.296,5.55,0.324,0
Black Pepper,Cassava Starch,7.136077176684088,3.47,2.19,0.97,0.46,7.36,16.33,56.31,0.358,5.36,0.15,1
