Fat_percent,SNF_percent,Protein_percent,Lactose_percent,Moisture_percent,Total_Solids_percent,pH,Specific_Gravity,Acidity_Titratable_pct,Viscosity_cP,Conductivity_mS_cm,CLR_Corrected_Lactometer,Urea_mg_per_100mL,Melamine_ppm,Total_Plate_Count_CFU_mL,Coliform_CFU_mL,MBRT_hours,Adulteration_Index_0_1,FSSAI_Chemical_Score,Estimated_Added_Water_pct,Is_Adulterated
5.0208,8.8139,3.2024,4.5481,86.5985,13.8347,6.606,1.0282,0.1619,1.7616,4.7371,17.32,21.265,0.0,20082,10,3.54,0.032,98.39,0.47,0
6.0354,9.4234,3.271,4.6198,85.0333,15.4588,6.644,1.0315,0.1604,1.9121,4.8191,19.8,28.846,0.0,46735,70,3.71,0.0428,100.0,0.0,0
3.5291,8.9711,3.3651,4.6193,87.532,12.5002,6.601,1.0285,0.1655,1.984,5.1438,21.6,29.03,0.0,36310,5,3.39,0.0,99.13,0.0,0
7.0999,9.2342,3.304,4.9285,85.8283,16.3341,6.551,1.0319,0.1473,1.859,5.1261,16.68,21.406,0.0,92981,32,4.06,0.0,100.0,0.0,0
2.1576,9.1555,3.3969,4.926,89.115,11.3131,6.644,1.0302,0.151,2.0392,5.0829,20.0,20.11,0.0,92859,27,4.0,0.0408,100.0,1.28,0
3.3483,9.3824,3.1523,4.6546,87.6353,12.7307,6.94,1.0299,0.1384,1.7233,5.8872,16.03,75.649,0.0,29790,9,3.11,0.6332,45.69,0.57,1
3.0219,9.5716,3.2995,4.5405,87.9552,12.5935,6.998,1.0282,0.1602,1.878,5.7768,14.62,79.07,0.0,26931,2,4.63,0.6306,55.17,1.3,1
4.773,8.8337,3.1178,4.8409,86.5354,13.6067,6.783,1.0309,0.1413,1.8011,4.987,18.26,20.488,0.0,82960,22,4.32,0.0438,98.06,0.0,0
3.3978,8.547,3.1163,4.7951,88.4607,11.9448,6.799,1.0314,0.1544,1.716,4.8902,20.68,28.685,0.0,205618,15,3.67,0.0007,100.0,1.51,0
0.2932,8.8591,3.3407,4.77,89.9984,9.1523,6.596,1.0293,0.1575,1.7987,5.1746,21.59,26.259,0.0,37779,23,3.28,0.0,98.38,0.0,0
2.2722,9.4633,3.1253,4.8511,88.6446,11.7355,6.589,1.0285,0.1305,1.9521,4.5736,15.35,23.228,0.0,177080,8,4.68,0.0,98.08,0.0,0
3.6926,8.9277,3.23,4.614,87.5101,12.6203,6.798,1.0309,0.1587,2.0044,4.9101,17.55,24.536,0.0,39929,24,3.08,0.0247,100.0,0.45,0
4.6151,8.9888,3.167,4.827,86.9704,13.6039,6.597,1.0286,0.1553,1.8022,4.8356,20.36,22.296,0.0,25038,9,4.77,0.0,100.0,0.0,0
7.1428,9.7146,3.3731,4.8142,85.7155,16.8574,6.772,1.0316,0.1434,1.946,5.1734,17.62,25.09,0.0,60761,3,5.0,0.0,98.28,1.6,0
7.2558,9.6484,3.558,4.7929,85.8461,16.9042,6.61,1.0313,0.1307,2.0191,4.7112,15.71,27.279,0.0,36586,46,4.97,0.0431,100.0,1.04,0
6.1712,9.2875,3.5331,4.6328,85.2933,15.4587,6.622,1.0309,0.157,2.037,4.9542,14.5,27.747,0.0,33585,10,3.79,0.0,97.61,0.0,0
3.0837,8.7985,3.0677,4.7079,88.2372,11.8822,6.574,1.0304,0.1449,2.0799,4.5506,20.23,26.36,0.0,43225,3,3.78,0.0023,97.92,0.06,0
7.1498,9.5754,3.5527,4.8558,85.1008,16.7252,6.752,1.0287,0.1579,2.0121,4.7256,20.89,25.578,0.0,93430,12,4.43,0.0,99.39,0.0,0
3.6163,8.7498,3.1221,4.7921,88.1634,12.3661,6.62,1.0309,0.1397,1.7687,4.703,14.94,26.289,0.0,87503,3,3.25,0.0,97.93,0.11,0
0.4796,8.9565,3.1375,4.8018,89.9919,9.4361,6.673,1.0301,0.1525,1.8765,5.1431,19.81,23.623,0.0,45912,23,4.61,0.0,98.39,0.4,0
5.1212,8.7905,3.3231,4.5652,87.0818,13.9117,6.766,1.0299,0.1394,2.0347,4.764,21.87,29.244,0.0,171736,5,3.73,0.0,100.0,1.89,0
2.2887,9.2314,3.2607,4.8813,89.0286,11.5201,6.668,1.0302,0.1376,1.7222,4.8261,17.31,29.06,0.0,160979,53,4.74,0.0,98.94,0.0,0
1.8207,9.41,3.1038,4.6015,89.2597,11.2307,6.747,1.0317,0.1347,1.7928,4.6241,18.24,26.822,0.0,41522,6,4.24,0.0172,99.74,1.53,0
3.6542,8.6068,3.2023,4.7522,88.2328,12.261,6.698,1.03,0.1419,1.926,5.1113,20.09,26.363,0.0,37354,8,3.49,0.0,100.0,0.72,0
7.466,9.4702,3.4039,4.8093,85.3229,16.9362,6.571,1.0303,0.1528,2.0657,4.5959,14.73,25.727,0.0,9812,4,4.87,0.0,100.0,0.09,0
3.7264,8.9938,3.1983,4.5587,87.9609,12.7202,6.759,1.0293,0.1319,1.9039,4.56,16.27,27.949,0.0,27202,12,4.26,0.0,100.0,0.0,0
1.8028,9.3473,3.3659,4.6801,88.7651,11.1501,6.633,1.0314,0.1603,2.0231,4.86,19.56,28.354,0.0,41124,2,3.41,0.0,100.0,1.57,0
3.3457,8.5982,3.2936,4.5081,87.7923,11.9439,6.665,1.0307,0.1484,1.9377,4.7613,21.65,29.34,0.0,27957,11,3.38,0.0126,97.92,0.36,0
3.4094,8.5275,3.2296,4.7702,88.2801,11.9369,6.59,1.0294,0.1393,1.8264,4.7553,17.51,25.607,0.0,32779,7,3.04,0.0,99.1,0.3,0
3.0756,8.9015,3.0254,4.7611,87.8922,11.9771,6.622,1.0297,0.1638,1.8183,4.953,20.22,21.464,0.0,39265,6,3.82,0.0386,100.0,0.25,0
5.4854,8.8297,3.1728,4.6939,87.0125,14.3151,6.725,1.0296,0.1387,1.958,4.5926,19.53,29.006,0.0,29253,23,4.63,0.0505,100.0,0.0,0
2.2763,9.254,3.48,4.9271,88.627,11.5303,6.685,1.0301,0.1452,1.9127,4.9587,20.3,24.977,0.0,29030,13,4.13,0.015,100.0,0.0,0
5.4875,8.9935,3.2164,4.5231,86.5447,14.481,6.608,1.0297,0.1386,1.9524,4.6315,21.11,24.712,0.0,112584,1,3.51,0.0,98.09,0.0,0
3.1535,8.8167,3.1722,4.5958,88.446,11.9702,6.637,1.0315,0.1352,1.7432,4.9141,18.87,23.843,0.0,33680,5,4.15,0.0,100.0,0.0,0
6.8057,9.5579,3.4199,4.7203,86.2831,16.3636,6.625,1.0311,0.1358,1.782,4.8044,21.93,20.203,0.0,96942,14,3.27,0.0,97.93,0.0,0
6.2392,9.1284,3.2282,4.6743,85.9963,15.3676,6.753,1.0307,0.1344,1.8157,4.675,18.28,25.15,0.0,16965,3,4.83,0.0416,100.0,0.0,0
3.257,8.901,3.2876,4.6416,88.3236,12.158,6.751,1.0281,0.1354,2.0024,4.9786,19.3,27.236,0.0,51999,33,4.02,0.0439,98.56,0.0,0
3.1325,8.602,3.2774,4.7751,87.8946,11.7345,6.621,1.0298,0.1416,1.7934,4.5055,20.35,25.392,0.0,138357,18,4.31,0.0361,97.54,0.89,0
0.3778,8.7233,3.2322,4.7254,89.6419,9.1011,6.57,1.0301,0.1553,1.7372,4.932,20.73,29.399,0.0,40611,5,4.02,0.0,97.96,0.62,0
3.4317,8.6862,3.2276,4.6374,87.9896,12.1179,6.681,1.0293,0.1533,1.9563,4.9328,16.48,26.646,0.0,236237,5,4.43,0.0466,100.0,0.6,0
4.9796,8.9532,3.2782,4.6817,86.7251,13.9328,6.669,1.0301,0.1387,1.9057,4.6416,14.02,22.757,0.0,10462,29,3.68,0.0,100.0,0.0,0
3.7663,8.7946,3.2648,4.7583,88.3616,12.5609,6.621,1.029,0.1303,2.0507,4.7429,21.92,20.996,0.0,46860,12,4.55,0.0024,100.0,0.0,0
5.4083,8.6129,3.4189,4.6682,86.683,14.0212,6.791,1.03,0.1488,2.0603,4.6862,20.69,24.252,0.0,110627,3,3.5,0.0159,100.0,0.36,0
4.9745,8.5485,3.1211,4.6172,86.7958,13.523,6.651,1.0291,0.131,2.0543,4.6464,18.38,21.629,0.0,275913,14,4.24,0.05,100.0,1.45,0
5.3766,9.1498,3.3115,4.8015,86.9393,14.5264,6.601,1.0295,0.1554,1.7073,5.0849,17.58,23.991,0.0,160998,14,3.65,0.0,100.0,0.83,0
4.7547,9.0947,3.4354,4.5566,87.2301,13.8494,6.767,1.0291,0.1335,2.0202,5.0884,14.25,23.293,0.0,60230,21,3.79,0.0215,99.41,1.4,0
3.3675,8.9538,3.0672,4.5029,87.5733,12.3213,6.558,1.03,0.1426,1.7722,4.6431,16.79,26.876,0.0,91255,10,4.18,0.0046,98.19,0.94,0
6.6029,9.6766,3.3385,4.8618,86.064,16.2795,6.639,1.0303,0.1437,1.7335,4.589,21.03,20.724,0.0,35796,24,3.78,0.0,98.0,1.87,0
7.1046,9.531,3.3899,4.9377,86.2085,16.6356,6.767,1.0288,0.1345,1.8079,4.8718,14.31,29.366,0.0,45028,3,3.08,0.0488,100.0,0.0,0
1.6889,9.0104,3.1596,4.8348,89.1353,10.6993,6.688,1.0318,0.0992,1.7982,4.539,21.06,21.101,0.0,3098,2,5.04,0.7664,33.04,0.0,1
3.6721,8.5341,3.0313,4.6669,88.1391,12.2062,6.736,1.0306,0.1669,1.7676,4.5586,18.42,25.653,0.0,58750,26,4.04,0.0079,99.21,0.94,0
4.6964,8.8868,3.4493,4.7044,86.5582,13.5832,6.749,1.0285,0.1329,1.7751,4.9142,16.0,25.406,0.0,24767,11,4.8,0.0,99.79,0.92,0
1.8149,9.0645,3.2874,4.8393,88.531,10.8794,6.558,1.0297,0.1658,2.0931,4.6131,18.13,29.058,0.0,86600,20,3.4,0.0452,98.53,0.51,0
6.0613,9.1351,3.3114,4.6708,85.1331,15.1964,6.665,1.0288,0.1446,1.9014,4.5275,19.02,27.994,0.0,98800,5,3.74,0.0388,100.0,0.72,0
4.5048,8.8564,3.3222,4.83,87.0046,13.3612,6.707,1.0314,0.1359,2.0421,4.6192,21.41,21.898,0.0,13341,9,4.33,0.0,99.16,0.66,0
3.6773,8.9282,3.1618,4.7663,88.3509,12.6055,6.746,1.0307,0.1532,1.8489,5.1816,16.44,22.839,0.0,4995,4,3.73,0.0404,99.38,1.66,0
4.957,8.9228,3.3009,4.7159,86.9864,13.8798,6.743,1.028,0.1539,1.9262,4.9193,21.67,28.268,0.0,68190,3,3.58,0.0,100.0,0.81,0
6.8583,9.1961,3.4617,4.7529,86.3303,16.0544,6.706,1.0302,0.1654,1.7254,4.9912,17.47,27.68,0.0,57809,3,4.82,0.0,98.31,0.0,0
3.0145,8.7789,3.2087,4.5129,88.1894,11.7934,6.706,1.0301,0.1589,1.91,5.1605,21.29,27.267,0.0,43704,13,3.1,0.0,100.0,1.58,0
3.1353,11.0825,3.8874,4.7395,87.6938,14.2178,6.673,1.0331,0.1507,1.79,4.8372,21.91,22.087,0.0,62468,4,4.64,0.5952,62.55,0.06,1
6.6954,9.5184,3.2048,4.7329,85.5903,16.2138,6.625,1.0307,0.1678,2.0656,4.8548,20.69,28.258,0.0,37231,7,4.97,0.0,100.0,0.62,0
1.7823,9.0911,3.333,4.846,88.6216,10.8734,6.779,1.0283,0.1659,1.8597,4.6299,15.44,28.239,0.0,38615,2,4.72,0.0253,100.0,0.58,0
1.6748,9.1693,3.1897,4.7436,88.7304,10.8441,6.75,1.0311,0.1446,2.0955,4.7796,19.84,28.355,0.0,27251,17,4.37,0.0,100.0,0.36,0
3.5742,8.7538,3.0335,4.7946,87.586,12.328,6.655,1.0318,0.1417,1.9275,4.7311,18.01,26.963,0.0,16591,13,3.06,0.0195,99.34,0.08,0
6.9241,9.3002,3.5937,4.6121,86.4979,16.2243,6.69,1.0282,0.1409,2.0699,4.9632,16.1,29.995,0.0,200170,18,3.77,0.0,98.75,0.0,0
7.4998,9.2911,3.2246,4.9409,86.4895,16.7909,6.763,1.0305,0.1669,1.7143,4.9695,18.35,20.496,0.0,52256,57,4.61,0.0,100.0,1.0,0
3.1515,8.6585,3.0369,4.6298,88.1094,11.81,6.708,1.0316,0.1435,1.7888,4.9844,17.26,21.054,0.0,92903,51,3.64,0.0297,99.34,1.49,0
7.4838,9.2368,3.4495,4.7134,85.5903,16.7206,6.703,1.0311,0.1617,1.9075,4.8904,15.72,24.776,0.0,45384,2,3.44,0.0,100.0,0.0,0
5.0555,8.5988,3.2549,4.6788,87.4851,13.6543,6.711,1.0285,0.1326,2.0486,4.7222,15.09,25.046,0.0,36572,11,4.73,0.0201,100.0,0.87,0
5.3931,8.836,3.34,4.7607,86.5709,14.2291,6.785,1.0291,0.1452,1.9728,5.0131,20.85,24.582,0.0,24737,5,4.59,0.0,98.44,0.0,0
5.1121,8.8845,3.2092,4.5978,86.6371,13.9966,6.704,1.0287,0.1371,2.0492,4.9616,16.1,24.069,0.0,35142,20,3.59,0.0,100.0,0.92,0
3.22,8.7615,3.2036,4.5949,88.3302,11.9815,6.633,1.0318,0.1638,2.093,4.7648,19.31,22.809,0.0,51541,11,4.81,0.0373,97.84,0.72,0
0.4123,8.8309,3.2142,4.641,89.8031,9.2432,6.738,1.0281,0.1591,2.0294,4.5433,15.67,22.855,0.0,8657,49,3.71,0.0,98.19,0.0,0
3.7946,8.7579,3.3978,4.6382,88.035,12.5525,6.587,1.0318,0.1692,1.919,5.166,15.44,27.968,0.0,127430,20,3.68,0.0,97.5,0.0,0
2.3534,9.4229,3.3389,4.7908,88.8113,11.7763,6.741,1.0291,0.1432,2.0374,5.1493,21.51,20.014,0.0,85648,4,4.79,0.0016,98.53,0.0,0
3.5221,8.6229,3.1537,4.5652,88.0276,12.145,6.638,1.0298,0.1649,1.9194,5.094,20.22,22.454,0.0,230814,11,4.14,0.0054,100.0,1.15,0
3.5628,8.6568,3.1886,4.5552,88.1852,12.2196,6.737,1.0289,0.1461,1.8885,4.5487,18.36,23.171,0.0,47623,4,4.09,0.0,100.0,0.0,0
3.2372,8.6399,3.088,4.6398,88.356,11.8771,6.766,1.03,0.1564,2.0261,5.168,18.22,20.837,0.0,101984,6,4.83,0.0,100.0,0.0,0
3.1003,8.8621,3.3151,4.6165,87.6753,11.9624,6.789,1.0308,0.1349,1.8589,4.9441,19.8,21.471,0.0,29014,8,4.45,0.0041,98.95,1.57,0
6.7214,9.2636,3.4042,4.8425,85.3,15.985,6.669,1.032,0.131,1.7759,4.9866,21.78,25.822,0.0,34205,2,4.08,0.0472,97.17,0.72,0
5.1187,8.8107,3.1984,4.7717,87.3732,13.9294,6.76,1.0297,0.1461,1.7113,5.0653,15.21,26.636,0.0,57167,4,4.45,0.0,99.09,0.74,0
5.0213,8.694,3.1841,4.5351,86.6557,13.7153,6.73,1.0282,0.1381,1.9242,5.0763,21.13,27.85,0.0,10419,21,3.03,0.0166,99.59,0.0,0
3.7306,8.5112,3.2551,4.5921,87.9318,12.2418,6.795,1.029,0.1679,1.9755,4.8937,21.14,29.608,0.0,36679,5,4.52,0.0177,99.08,1.7,0
3.0078,8.7718,3.1513,4.7442,88.2976,11.7796,6.604,1.0297,0.1557,1.7761,4.7314,18.09,29.322,0.0,36978,13,4.36,0.0102,100.0,1.04,0
3.6127,8.7963,3.3522,4.7343,87.7818,12.409,6.676,1.0318,0.1396,1.8135,4.8205,20.95,24.573,0.0,189669,25,3.88,0.0,100.0,1.58,0
1.6598,9.3944,3.1194,4.8807,88.7938,11.0542,6.718,1.0292,0.1394,1.9557,4.6308,19.79,26.477,0.0,33518,12,4.88,0.0,100.0,0.0,0
2.277,9.3629,3.1156,4.6532,89.4362,11.6399,6.57,1.0313,0.1557,1.8407,5.1189,14.4,29.885,0.0,13372,13,4.08,0.0,98.69,0.0,0
3.4381,8.6672,3.2522,4.5206,87.6451,12.1053,6.566,1.0315,0.1357,1.9696,4.7799,18.0,27.649,0.0,35829,10,4.52,0.0101,99.07,0.0,0
2.3975,9.3034,3.1026,4.8224,89.3025,11.7009,6.782,1.032,0.152,1.9125,4.8964,16.17,21.605,0.0,35796,3,3.95,0.0198,100.0,0.58,0
4.5044,8.6893,3.4465,4.5852,86.5648,13.1937,6.757,1.0303,0.1534,1.7002,4.6859,18.79,23.362,0.0,65451,8,3.1,0.027,99.96,0.0,0
2.476,9.3097,3.1447,4.6354,89.2775,11.7857,6.59,1.029,0.16,1.9265,4.647,20.16,26.291,0.0,55675,13,4.35,0.0,100.0,0.32,0
0.1022,8.7761,3.4375,4.5406,89.5336,8.8783,6.723,1.032,0.1536,1.7497,4.8764,19.3,27.157,0.0,25097,12,3.35,0.0,97.37,0.0,0
5.0764,9.1278,3.4172,4.885,86.7313,14.2042,6.677,1.0289,0.1458,1.915,4.6797,19.71,21.248,0.0,18683,5,3.59,0.0,100.0,0.0,0
2.1742,9.1022,3.4731,4.7058,88.6499,11.2764,6.691,1.0285,0.1356,1.82,4.923,20.09,28.168,0.0,40499,4,3.02,0.0085,100.0,0.0,0
6.5844,9.6589,3.2654,4.9579,85.4648,16.2433,6.757,1.0298,0.1597,1.9221,4.8627,15.07,29.88,0.0,20121,20,3.09,0.0,100.0,1.34,0
4.8875,8.9387,3.3214,4.8844,86.6868,13.8262,6.693,1.0315,0.1672,1.8344,4.7951,21.89,23.943,0.0,12093,5,3.16,0.0297,97.4,0.0,0
3.5169,8.6863,3.0906,4.6548,88.3171,12.2032,6.793,1.0281,0.1699,1.9766,4.7345,20.38,25.083,0.0,27546,28,3.88,0.0,99.5,1.26,0
3.0056,8.5286,3.0901,4.5394,87.8988,11.5342,6.668,1.0281,0.1413,1.7178,4.693,20.3,22.756,0.0,47408,12,3.31,0.0246,98.4,0.0,0
0.1367,8.9111,3.4762,4.5451,90.1509,9.0478,6.644,1.0288,0.1371,1.9065,4.8441,16.8,21.959,0.0,39119,9,4.31,0.0381,97.6,0.0,0
3.4812,8.6746,3.1031,4.7565,87.883,12.1558,6.626,1.0302,0.1321,1.9721,5.18,16.5,28.366,0.0,270107,32,4.75,0.0497,97.14,1.11,0
3.6458,8.7066,3.0494,4.6097,87.9297,12.3524,6.555,1.0295,0.1479,1.92,5.0184,19.07,22.224,0.0,118839,6,4.09,0.044,98.81,1.77,0
5.2035,9.1061,3.4375,4.6406,87.4917,14.3096,6.797,1.029,0.1476,2.0535,4.6573,19.64,26.431,0.0,49204,8,3.31,0.0421,99.26,0.0,0
6.8221,9.7263,3.3212,4.6797,85.718,16.5484,6.618,1.0319,0.1523,2.0136,4.864,20.5,25.105,0.0,54322,3,3.84,0.0,99.88,0.0,0
3.7605,8.8171,3.1416,4.681,87.812,12.5776,6.768,1.0302,0.143,1.8174,5.0711,16.6,24.504,0.0,144947,8,3.67,0.0,97.58,0.0,0
5.0601,8.9359,3.2246,4.7531,87.122,13.996,6.609,1.0308,0.148,1.752,4.5401,14.55,23.193,0.0,29345,9,4.13,0.0032,98.42,0.0,0
7.9229,9.1025,3.3087,4.5774,87.392,17.0254,6.774,1.0212,0.1566,2.6013,4.5238,17.73,28.425,0.0,55944,12,3.38,0.6322,59.27,0.77,1
4.5888,9.1732,3.354,4.8019,86.6705,13.762,6.656,1.0313,0.13,1.8203,4.8324,14.96,23.825,0.0,18638,21,4.34,0.0,100.0,1.81,0
6.6012,9.0602,3.4181,4.8679,86.4118,15.6614,6.685,1.0317,0.1491,1.9245,4.787,15.48,28.385,0.0,197375,14,3.94,0.0081,100.0,0.36,0
1.6531,9.4065,3.2464,4.6616,88.6621,11.0596,6.706,1.0287,0.1407,1.8488,4.5759,20.3,27.617,0.0,71009,7,3.25,0.0,100.0,0.0,0
3.7599,8.9288,3.3176,4.7855,87.7308,12.6887,6.772,1.0305,0.1691,1.7401,5.1842,19.92,23.796,0.0,103837,8,3.06,0.0,98.13,0.0,0
3.2852,8.6485,3.1646,4.6379,87.8311,11.9337,6.706,1.0295,0.1381,2.0033,5.1208,16.24,25.55,0.0,35812,18,4.68,0.0,100.0,0.85,0
5.1178,9.1082,3.3282,4.5122,87.4309,14.226,6.719,1.0289,0.1564,1.8575,4.5746,22.0,26.578,0.0,111735,7,4.76,0.0,99.8,0.57,0
2.3655,9.2724,3.211,4.6131,89.4998,11.6379,6.635,1.0281,0.1556,2.0948,4.5586,14.87,24.023,0.0,42587,7,3.17,0.0,98.19,0.77,0
7.3247,9.4479,3.3172,4.8748,86.2064,16.7726,6.601,1.0284,0.1644,1.7939,4.95,21.93,21.529,0.0,174562,12,3.94,0.0151,100.0,0.0,0
0.4318,8.9094,3.1027,4.7842,89.5477,9.3412,6.673,1.0284,0.1572,1.8285,4.9538,15.8,23.982,0.0,42333,16,3.39,0.0,100.0,0.0,0
1.6563,9.1719,3.39,4.6063,88.7894,10.8282,6.596,1.0292,0.1494,1.8688,5.1568,20.0,20.443,0.0,21128,9,3.28,0.0063,100.0,0.0,0
2.2947,9.3079,3.1715,4.962,89.0274,11.6026,6.782,1.0319,0.1587,2.0166,4.6812,21.87,25.692,0.0,24963,21,3.84,0.0,100.0,0.0,0
4.8421,8.6636,3.4851,4.7606,86.797,13.5057,6.735,1.0291,0.1452,1.7798,4.8621,16.77,28.961,0.0,135999,5,3.93,0.0,97.17,1.77,0
6.0566,9.0814,3.2809,4.6151,85.1074,15.138,6.575,1.0312,0.1322,2.0632,4.6459,14.84,20.715,0.0,264098,29,3.61,0.0172,100.0,1.4,0
6.4544,9.5957,3.5858,4.8871,86.4889,16.0501,6.623,1.0307,0.1581,1.8487,4.9922,19.05,20.217,0.0,60355,3,4.2,0.0,100.0,0.0,0
3.7262,8.7633,3.2265,4.5529,87.9987,12.4895,6.69,1.029,0.1312,1.8345,4.5298,18.19,26.098,0.0,31189,11,4.93,0.0,98.51,0.28,0
4.6882,8.629,3.1228,4.7351,87.3403,13.3172,6.562,1.0303,0.1628,1.8307,4.9174,14.21,22.742,0.0,134330,19,4.48,0.0193,100.0,0.0,0
4.8274,9.0312,3.2713,4.6789,87.2896,13.8586,6.597,1.0297,0.164,1.8827,4.7142,15.32,20.596,0.0,12882,3,4.38,0.0146,98.22,0.6,0
4.9334,9.1866,3.1859,4.8392,87.3255,14.12,6.779,1.03,0.1573,1.9476,4.6959,15.75,23.416,0.0,26557,7,4.51,0.0333,98.46,0.0,0
7.3436,9.3803,3.4253,4.8782,85.209,16.7239,6.685,1.0288,0.1677,1.9395,5.1163,16.37,26.244,0.0,45962,4,3.65,0.0101,98.93,0.74,0
4.7441,9.0699,3.1423,4.5888,87.0037,13.814,6.587,1.0302,0.1584,2.0442,5.0492,17.47,26.528,0.0,65482,5,4.38,0.0,100.0,1.64,0
3.1864,8.6195,3.1976,4.675,87.6225,11.8059,6.705,1.0304,0.1695,1.9513,4.7004,18.13,22.401,0.0,14446,10,3.95,0.0,100.0,1.62,0
3.3322,8.5035,3.3549,4.7554,88.3502,11.8357,6.733,1.0305,0.1684,1.9847,5.0522,21.74,22.463,0.0,46743,14,3.55,0.0395,98.61,0.49,0
3.7295,8.9289,3.3577,4.7749,87.5775,12.6584,6.716,1.032,0.1586,2.0168,4.9344,21.75,25.53,0.0,46149,18,3.8,0.018,97.59,0.81,0
3.5877,8.6502,3.1303,4.7378,87.9614,12.2379,6.587,1.0314,0.1584,2.0628,4.9151,16.83,25.991,0.0,137028,6,4.1,0.046,100.0,0.0,0
3.742,8.7291,3.2638,4.7743,87.5901,12.4711,6.704,1.0304,0.1417,1.9736,4.579,14.81,25.335,0.0,191275,10,3.74,0.0,100.0,1.11,0
6.8872,9.9521,3.4273,4.861,85.2214,16.8393,6.791,1.0361,0.1589,1.9071,4.816,18.43,27.646,0.0,132125,44,4.04,0.5578,58.33,0.0,1
5.4398,9.1227,3.3443,4.5005,86.9333,14.5625,6.662,1.0317,0.1316,1.962,4.8916,17.53,26.559,0.0,63680,10,4.07,0.0,100.0,0.0,0
1.6411,9.2032,3.2296,4.6348,89.1332,10.8443,6.762,1.0285,0.1651,1.9572,5.1374,16.69,26.248,0.0,34647,26,4.72,0.0,100.0,0.77,0
6.5551,9.0219,3.3572,4.8103,85.7675,15.577,6.711,1.0282,0.1605,2.0787,4.8621,14.05,23.789,0.0,138508,6,4.06,0.0498,99.09,0.0,0
7.0728,9.073,3.5867,4.7929,86.1631,16.1458,6.788,1.0319,0.1412,1.8931,4.6244,16.8,29.039,0.0,37201,25,3.43,0.0,100.0,0.02,0
5.3986,8.6151,3.4216,4.8168,86.6272,14.0137,6.593,1.029,0.1405,1.9225,5.1634,21.79,21.264,0.0,32491,19,3.29,0.0059,99.98,0.0,0
3.1172,8.5125,3.3723,4.5377,88.205,11.6297,6.635,1.0287,0.1371,1.9341,5.1132,20.55,26.4,0.0,51827,8,4.59,0.0,98.73,0.17,0
3.5082,8.5311,3.2344,4.5902,87.9933,12.0393,6.704,1.0286,0.1349,1.7754,4.5235,14.45,27.296,0.0,32885,35,3.39,0.0,98.64,1.19,0
5.1483,8.8556,3.2332,4.5875,86.581,14.0039,6.755,1.0302,0.1363,1.8054,4.6582,18.4,20.568,0.0,104530,15,4.45,0.0295,100.0,1.72,0
3.7733,10.0121,3.3711,4.5897,87.9006,13.7854,6.686,1.0303,0.1399,2.8666,4.5049,20.38,25.913,0.0,76153,8,3.06,0.6358,50.84,0.0,1
3.5936,8.5158,3.0486,4.6899,88.399,12.1094,6.583,1.0285,0.1638,1.7557,4.526,19.38,20.807,0.0,21085,31,4.08,0.0425,100.0,0.08,0
5.0724,8.8555,3.1179,4.8923,87.4561,13.9279,7.309,1.0297,0.0974,1.9232,5.8909,21.98,27.578,0.0,82693,11,3.16,0.634,68.24,0.0,1
1.7157,9.3769,3.4525,4.6686,88.8468,11.0926,6.745,1.0291,0.1526,1.8617,4.7486,19.4,22.793,0.0,22154,14,4.65,0.0,98.69,0.0,0
3.3321,8.8074,3.1037,4.6134,87.9423,12.1395,6.637,1.0305,0.1385,1.801,5.0336,16.68,24.621,0.0,107723,27,3.6,0.0263,100.0,0.57,0
6.9338,9.1663,3.4016,4.818,85.4253,16.1001,6.761,1.0309,0.1331,1.7425,4.6125,15.27,29.783,0.0,8137,8,3.55,0.0145,99.18,0.0,0
3.0793,8.8911,3.1675,4.6947,88.1502,11.9704,6.595,1.0305,0.1429,2.0277,4.7038,19.92,24.403,0.0,23951,30,3.39,0.0175,100.0,0.0,0
4.8487,8.6392,3.4712,4.57,87.3828,13.4879,6.617,1.0288,0.1502,1.9677,4.9567,14.27,24.837,0.0,38631,9,3.81,0.0263,99.22,1.51,0
3.3465,8.9526,3.3023,4.5227,87.6537,12.2991,6.63,1.0297,0.1502,2.0406,4.7998,21.58,24.11,0.0,33801,7,4.51,0.0327,100.0,0.0,0
4.9035,9.1332,3.1898,4.7738,86.6418,14.0367,6.63,1.0317,0.1471,1.9762,4.5987,16.77,29.395,0.0,73288,9,3.19,0.0185,100.0,0.38,0
7.4257,9.4649,3.5259,4.7692,86.355,16.8906,6.694,1.03,0.1593,1.9267,4.6019,17.91,26.061,0.0,42175,4,3.7,0.0,99.82,0.0,0
2.184,9.1327,3.3752,4.917,88.8068,11.3167,6.783,1.0294,0.1343,1.8967,4.6552,15.94,22.695,0.0,160212,19,4.94,0.0,100.0,1.02,0
0.2684,8.9234,3.145,4.7557,89.7109,9.1918,6.799,1.0291,0.1356,1.9798,4.5449,14.72,21.054,0.0,55621,7,4.63,0.0154,100.0,1.21,0
0.4341,9.1467,3.4293,4.5412,89.7274,9.5808,6.626,1.0284,0.1489,1.9709,5.0245,14.43,29.386,0.0,22455,4,3.88,0.0414,99.86,1.42,0
2.4472,9.436,3.2003,4.9433,88.9976,11.8832,6.76,1.0281,0.1445,2.0263,5.0941,19.65,21.692,0.0,68547,14,4.48,0.0133,97.64,1.19,0
